run	study	sample
SRR073758	SRP004637	SRS139429
SRR073759	SRP004637	SRS139430
SRR073760	SRP004637	SRS139431
SRR073761	SRP004637	SRS139432
SRR073763	SRP004637	SRS139434
SRR073764	SRP004637	SRS139435
SRR073765	SRP004637	SRS139436
SRR073766	SRP004637	SRS139437
SRR073767	SRP004637	SRS139438
SRR073768	SRP004637	SRS139439
SRR073769	SRP004637	SRS139440
SRR073770	SRP004637	SRS139441
SRR073771	SRP004637	SRS139442
SRR073772	SRP004637	SRS139443
SRR073773	SRP004637	SRS139444
SRR073774	SRP004637	SRS139445
SRR073775	SRP004637	SRS139446
SRR073776	SRP004637	SRS139447
SRR073777	SRP004637	SRS139448
SRR073778	SRP004637	SRS139449
SRR073779	SRP004637	SRS139450
SRR073780	SRP004637	SRS139451
SRR077867	SRP004837	SRS150239
SRR077868	SRP004837	SRS150240
SRR077869	SRP004837	SRS150241
SRR079377	SRP004847	SRS150252
SRR079378	SRP004847	SRS150253
SRR079379	SRP004847	SRS150254
SRR079380	SRP004847	SRS150255
SRR079381	SRP004847	SRS150256
SRR079382	SRP004847	SRS150257
SRR079383	SRP004847	SRS150258
SRR079384	SRP004847	SRS150259
SRR088863	SRP004965	SRS150670
SRR088864	SRP004965	SRS150670
SRR088865	SRP004965	SRS150671
SRR089638	SRP005129	SRS151036
SRR090233	SRP005174	SRS151268
SRR090236	SRP005177	SRS151270
SRR091652	SRP005279	SRS152391
SRR091653	SRP005279	SRS152392
SRR091654	SRP005279	SRS152393
SRR091655	SRP005279	SRS152394
SRR091656	SRP005279	SRS152395
SRR091657	SRP005279	SRS152396
SRR091658	SRP005279	SRS152397
SRR091659	SRP005279	SRS152398
SRR091660	SRP005279	SRS152399
SRR091661	SRP005279	SRS152400
SRR091662	SRP005279	SRS152401
SRR091663	SRP005279	SRS152402
SRR091664	SRP005279	SRS152403
SRR091665	SRP005279	SRS152404
SRR091666	SRP005279	SRS152405
SRR091667	SRP005279	SRS152406
SRR091668	SRP005279	SRS152407
SRR091669	SRP005279	SRS152408
SRR091670	SRP005279	SRS152409
SRR091671	SRP005279	SRS152410
SRR091672	SRP005279	SRS152411
SRR091673	SRP005279	SRS152412
SRR091691	SRP005281	SRS152428
SRR091692	SRP005281	SRS152429
SRR091693	SRP005281	SRS152429
SRR091694	SRP005281	SRS152429
SRR091695	SRP005281	SRS152430
SRR091696	SRP005281	SRS152430
SRR091697	SRP005281	SRS152430
SRR094129	SRP005309	SRS152613
SRR094130	SRP005309	SRS152614
SRR094131	SRP005309	SRS152615
SRR094132	SRP005309	SRS152616
SRR094181	SRP005342	SRS152654
SRR094182	SRP005342	SRS152654
SRR094183	SRP005342	SRS152654
SRR094184	SRP005342	SRS152655
SRR094185	SRP005342	SRS152655
SRR094186	SRP005342	SRS152655
SRR094187	SRP005342	SRS152655
SRR094188	SRP005342	SRS152656
SRR094189	SRP005342	SRS152656
SRR094190	SRP005342	SRS152656
SRR094191	SRP005342	SRS152656
SRR094776	SRP005342	SRS152656
SRR094918	SRP005129	SRS151036
SRR1002075	SRP030401	SRS487158
SRR1002076	SRP030401	SRS487159
SRR1002077	SRP030401	SRS487160
SRR1002078	SRP030401	SRS487161
SRR1002079	SRP030401	SRS487162
SRR1002080	SRP030401	SRS487163
SRR1002081	SRP030401	SRS487164
SRR1002082	SRP030401	SRS487165
SRR1002083	SRP030401	SRS487166
SRR1002084	SRP030401	SRS487167
SRR1002085	SRP030401	SRS487168
SRR1002086	SRP030401	SRS487170
SRR1002087	SRP030401	SRS487169
SRR1002088	SRP030401	SRS487171
SRR1002089	SRP030401	SRS487172
SRR1002091	SRP030401	SRS487174
SRR1002092	SRP030401	SRS487175
SRR1002093	SRP030401	SRS487176
SRR1002094	SRP030401	SRS487177
SRR1002095	SRP030401	SRS487178
SRR1002096	SRP030401	SRS487179
SRR1002097	SRP030401	SRS487180
SRR1002098	SRP030401	SRS487181
SRR1002099	SRP030401	SRS487182
SRR1002100	SRP030401	SRS487183
SRR1002101	SRP030401	SRS487185
SRR1002996	SRP030475	SRS487915
SRR1002997	SRP030475	SRS487917
SRR1002998	SRP030475	SRS487918
SRR1002999	SRP030475	SRS487919
SRR1003000	SRP030475	SRS487920
SRR1003001	SRP030475	SRS487921
SRR1003002	SRP030475	SRS487922
SRR1003003	SRP030475	SRS487923
SRR1003755	SRP030617	SRS488121
SRR1003756	SRP030617	SRS488122
SRR1003757	SRP030617	SRS488123
SRR1003758	SRP030617	SRS488124
SRR1003759	SRP030617	SRS488125
SRR1003760	SRP030617	SRS488126
SRR1003761	SRP030617	SRS488127
SRR1003762	SRP030617	SRS488128
SRR1003763	SRP030617	SRS488129
SRR1003764	SRP030617	SRS488130
SRR1003765	SRP030617	SRS488131
SRR1003766	SRP030617	SRS488132
SRR1003767	SRP030617	SRS488133
SRR1003768	SRP030617	SRS488134
SRR1003769	SRP030617	SRS488135
SRR1003770	SRP030617	SRS488136
SRR1003771	SRP030617	SRS488137
SRR1003772	SRP030617	SRS488139
SRR1003773	SRP030617	SRS488138
SRR1003774	SRP030617	SRS488140
SRR1003775	SRP030617	SRS488141
SRR1003776	SRP030617	SRS488142
SRR1003777	SRP030617	SRS488143
SRR1003778	SRP030617	SRS488144
SRR1003779	SRP030617	SRS488145
SRR1003780	SRP030617	SRS488146
SRR1003781	SRP030617	SRS488147
SRR1003783	SRP030617	SRS488152
SRR1003784	SRP030617	SRS488149
SRR1003785	SRP030617	SRS488150
SRR1003786	SRP030617	SRS488151
SRR1003787	SRP030617	SRS488153
SRR1003788	SRP030617	SRS488154
SRR1003789	SRP030617	SRS488155
SRR1003790	SRP030617	SRS488156
SRR1003791	SRP030617	SRS488157
SRR1003792	SRP030617	SRS488158
SRR1003793	SRP030617	SRS488159
SRR1003794	SRP030617	SRS488160
SRR1003795	SRP030617	SRS488161
SRR1003796	SRP030617	SRS488162
SRR1003797	SRP030617	SRS488163
SRR1003798	SRP030617	SRS488164
SRR1003799	SRP030617	SRS488165
SRR1003800	SRP030617	SRS488166
SRR1003801	SRP030617	SRS488167
SRR1003802	SRP030617	SRS488168
SRR1003803	SRP030617	SRS488169
SRR1003804	SRP030617	SRS488170
SRR1003805	SRP030617	SRS488171
SRR1003806	SRP030617	SRS488172
SRR1003807	SRP030617	SRS488173
SRR1003808	SRP030617	SRS488175
SRR1003809	SRP030617	SRS488174
SRR1003810	SRP030617	SRS488176
SRR1003811	SRP030617	SRS488177
SRR1003812	SRP030617	SRS488178
SRR1003813	SRP030617	SRS488179
SRR1003814	SRP030617	SRS488180
SRR1003815	SRP030617	SRS488181
SRR1003816	SRP030617	SRS488182
SRR1003817	SRP030617	SRS488183
SRR1003818	SRP030617	SRS488184
SRR1003819	SRP030617	SRS488185
SRR1003820	SRP030617	SRS488186
SRR1003821	SRP030617	SRS488187
SRR1003822	SRP030617	SRS488188
SRR1003823	SRP030617	SRS488190
SRR1003824	SRP030617	SRS488189
SRR1003825	SRP030617	SRS488191
SRR1003826	SRP030617	SRS488192
SRR1003827	SRP030617	SRS488193
SRR1003828	SRP030617	SRS488194
SRR1003829	SRP030617	SRS488195
SRR1003830	SRP030617	SRS488196
SRR1003831	SRP030617	SRS488197
SRR1003832	SRP030617	SRS488198
SRR1003833	SRP030617	SRS488199
SRR1003834	SRP030617	SRS488200
SRR1003835	SRP030617	SRS488202
SRR1003836	SRP030617	SRS488201
SRR1003837	SRP030617	SRS488204
SRR1003838	SRP030617	SRS488203
SRR1003839	SRP030617	SRS488205
SRR1003840	SRP030617	SRS488206
SRR1003841	SRP030617	SRS488207
SRR1003842	SRP030617	SRS488208
SRR1003843	SRP030617	SRS488220
SRR1003844	SRP030617	SRS488209
SRR1003845	SRP030617	SRS488210
SRR1003846	SRP030617	SRS488211
SRR1003847	SRP030617	SRS488212
SRR1003848	SRP030617	SRS488213
SRR1003849	SRP030617	SRS488214
SRR1003850	SRP030617	SRS488215
SRR1003851	SRP030617	SRS488216
SRR1003852	SRP030617	SRS488217
SRR1003853	SRP030617	SRS488218
SRR1003854	SRP030617	SRS488219
SRR1003855	SRP030617	SRS488221
SRR1003856	SRP030617	SRS488222
SRR1003857	SRP030617	SRS488223
SRR1003858	SRP030617	SRS488224
SRR1003859	SRP030617	SRS488225
SRR1003860	SRP030617	SRS488226
SRR1003861	SRP030617	SRS488227
SRR1003862	SRP030617	SRS488228
SRR1003863	SRP030617	SRS488229
SRR1003864	SRP030617	SRS488230
SRR1003865	SRP030617	SRS488231
SRR1003866	SRP030617	SRS488232
SRR1003867	SRP030617	SRS488233
SRR1004284	SRP030628	SRS488261
SRR1004285	SRP030628	SRS488262
SRR1004286	SRP030628	SRS488263
SRR1004287	SRP030628	SRS488264
SRR1004288	SRP030628	SRS488265
SRR1004289	SRP030628	SRS488266
SRR1004290	SRP030628	SRS488267
SRR1004291	SRP030628	SRS488268
SRR1004292	SRP030628	SRS488269
SRR1004293	SRP030628	SRS488270
SRR1004294	SRP030628	SRS488271
SRR1004295	SRP030628	SRS488272
SRR1004296	SRP030628	SRS488273
SRR1004297	SRP030628	SRS488274
SRR1004298	SRP030628	SRS488276
SRR1004299	SRP030628	SRS488275
SRR1004300	SRP030628	SRS488277
SRR1004301	SRP030628	SRS488278
SRR1004302	SRP030628	SRS488279
SRR1004303	SRP030628	SRS488280
SRR1004304	SRP030628	SRS488281
SRR1004305	SRP030628	SRS488282
SRR1004306	SRP030628	SRS488284
SRR1004307	SRP030628	SRS488283
SRR1004308	SRP030628	SRS488285
SRR1004309	SRP030628	SRS488286
SRR1004310	SRP030628	SRS488287
SRR1004311	SRP030628	SRS488288
SRR1004312	SRP030628	SRS488289
SRR1004313	SRP030628	SRS488290
SRR1004314	SRP030628	SRS488291
SRR1004315	SRP030628	SRS488292
SRR1004316	SRP030628	SRS488294
SRR1004317	SRP030628	SRS488293
SRR1004318	SRP030628	SRS488295
SRR1004319	SRP030628	SRS488296
SRR1004320	SRP030628	SRS488298
SRR1004321	SRP030628	SRS488297
SRR1004852	SRP030639	SRS488626
SRR1004853	SRP030639	SRS488627
SRR1004854	SRP030639	SRS488628
SRR1004855	SRP030639	SRS488629
SRR1004856	SRP030639	SRS488630
SRR1004857	SRP030639	SRS488631
SRR1004858	SRP030639	SRS488632
SRR1004859	SRP030639	SRS488633
SRR1004860	SRP030639	SRS488634
SRR1012314	SRP031459	SRS491048
SRR1012315	SRP031459	SRS491049
SRR1012316	SRP031459	SRS491050
SRR1012317	SRP031459	SRS491051
SRR1012318	SRP031459	SRS491052
SRR1012319	SRP031459	SRS491053
SRR1012320	SRP031459	SRS491054
SRR1012321	SRP031459	SRS491055
SRR1012322	SRP031459	SRS491056
SRR1012323	SRP031459	SRS491057
SRR1012324	SRP031459	SRS491058
SRR1012325	SRP031459	SRS491059
SRR1012326	SRP031459	SRS491060
SRR1012327	SRP031459	SRS491061
SRR1012328	SRP031459	SRS491062
SRR1012329	SRP031459	SRS491063
SRR1012330	SRP031459	SRS491064
SRR1012331	SRP031459	SRS491065
SRR1012332	SRP031459	SRS491066
SRR1012333	SRP031459	SRS491067
SRR1012334	SRP031459	SRS491068
SRR1012335	SRP031459	SRS491069
SRR1012336	SRP031459	SRS491070
SRR1012917	SRP031476	SRS491582
SRR1012918	SRP031476	SRS491582
SRR1012919	SRP031476	SRS491584
SRR1012920	SRP031476	SRS491584
SRR1012921	SRP031476	SRS491585
SRR1012922	SRP031476	SRS491585
SRR1012923	SRP031476	SRS491586
SRR1012924	SRP031476	SRS491586
SRR1012925	SRP031476	SRS491587
SRR1012926	SRP031476	SRS491587
SRR1012927	SRP031476	SRS491587
SRR1012928	SRP031476	SRS491588
SRR1012929	SRP031476	SRS491588
SRR1012930	SRP031476	SRS491588
SRR1012931	SRP031476	SRS491589
SRR1012932	SRP031476	SRS491589
SRR1012933	SRP031476	SRS491589
SRR1012934	SRP031476	SRS491590
SRR1012935	SRP031476	SRS491590
SRR1012936	SRP031476	SRS491590
SRR1012937	SRP031476	SRS491592
SRR1012938	SRP031476	SRS491592
SRR1012939	SRP031476	SRS491592
SRR1012940	SRP031476	SRS491591
SRR1012941	SRP031476	SRS491591
SRR1012942	SRP031476	SRS491591
SRR1012943	SRP031476	SRS491593
SRR1012944	SRP031476	SRS491593
SRR1012945	SRP031476	SRS491593
SRR1012946	SRP031476	SRS491594
SRR1012947	SRP031476	SRS491594
SRR1012948	SRP031476	SRS491594
SRR1012949	SRP031476	SRS491595
SRR1012950	SRP031476	SRS491595
SRR1012951	SRP031476	SRS491595
SRR1012952	SRP031476	SRS491596
SRR1012953	SRP031476	SRS491596
SRR1012954	SRP031476	SRS491596
SRR1013355	SRP031478	SRS491758
SRR1013356	SRP031478	SRS491758
SRR1013357	SRP031478	SRS491758
SRR1013358	SRP031478	SRS491760
SRR1013359	SRP031478	SRS491760
SRR1013360	SRP031478	SRS491760
SRR1013361	SRP031478	SRS491759
SRR1013362	SRP031478	SRS491759
SRR1013363	SRP031478	SRS491759
SRR1013364	SRP031478	SRS491761
SRR1013365	SRP031478	SRS491761
SRR1013366	SRP031478	SRS491761
SRR1013421	SRP031496	SRS491808
SRR1013422	SRP031496	SRS491809
SRR1013423	SRP031496	SRS491810
SRR1013424	SRP031496	SRS491811
SRR1013425	SRP031496	SRS491812
SRR1013426	SRP031496	SRS491813
SRR1013427	SRP031496	SRS491814
SRR1013428	SRP031496	SRS491815
SRR1013429	SRP031496	SRS491816
SRR1013430	SRP031496	SRS491817
SRR1013431	SRP031496	SRS491818
SRR1013432	SRP031496	SRS491819
SRR1013433	SRP031496	SRS491820
SRR1013434	SRP031496	SRS491821
SRR1013435	SRP031496	SRS491822
SRR1013436	SRP031496	SRS491823
SRR1013437	SRP031496	SRS491824
SRR1013438	SRP031496	SRS491825
SRR1013439	SRP031496	SRS491826
SRR1013440	SRP031496	SRS491827
SRR1013488	SRP031503	SRS491878
SRR1013512	SRP031507	SRS491895
SRR1013513	SRP031507	SRS491896
SRR1013514	SRP031507	SRS491897
SRR1013515	SRP031507	SRS491898
SRR1013967	SRP031698	SRS492354
SRR1013968	SRP031698	SRS492354
SRR1013969	SRP031698	SRS492355
SRR1013970	SRP031698	SRS492355
SRR1013971	SRP031698	SRS492356
SRR1013972	SRP031698	SRS492356
SRR1013973	SRP031698	SRS492357
SRR1013974	SRP031698	SRS492357
SRR1013975	SRP031698	SRS492358
SRR1013976	SRP031698	SRS492358
SRR1013977	SRP031698	SRS492359
SRR1013978	SRP031698	SRS492359
SRR1013979	SRP031698	SRS492360
SRR1013980	SRP031698	SRS492360
SRR1013981	SRP031698	SRS492361
SRR1013982	SRP031698	SRS492361
SRR1013983	SRP031698	SRS492362
SRR1013984	SRP031698	SRS492362
SRR1013985	SRP031698	SRS492363
SRR1013986	SRP031698	SRS492363
SRR101423	SRP005846	SRS172904
SRR101424	SRP005846	SRS172905
SRR101425	SRP005846	SRS172906
SRR101426	SRP005846	SRS172907
SRR1014762	SRP031776	SRS492561
SRR1014763	SRP031776	SRS492562
SRR1014764	SRP031776	SRS492563
SRR1014765	SRP031776	SRS492564
SRR1014766	SRP031776	SRS492567
SRR1014767	SRP031776	SRS492565
SRR1014768	SRP031776	SRS492566
SRR1014769	SRP031776	SRS492568
SRR1014770	SRP031776	SRS492569
SRR1014771	SRP031776	SRS492571
SRR1014772	SRP031776	SRS492570
SRR1014773	SRP031776	SRS492572
SRR1014774	SRP031776	SRS492573
SRR1014775	SRP031776	SRS492574
SRR1014776	SRP031776	SRS492575
SRR1014777	SRP031776	SRS492576
SRR1014778	SRP031776	SRS492577
SRR1014779	SRP031776	SRS492578
SRR1014780	SRP031776	SRS492579
SRR1014781	SRP031776	SRS492580
SRR1015680	SRP031858	SRS493215
SRR1015681	SRP031858	SRS493216
SRR1015682	SRP031858	SRS493217
SRR1015683	SRP031858	SRS493218
SRR1015684	SRP031858	SRS493219
SRR1015685	SRP031858	SRS493220
SRR1015686	SRP031858	SRS493221
SRR1015687	SRP031858	SRS493222
SRR1015688	SRP031858	SRS493223
SRR1015689	SRP031858	SRS493224
SRR1015690	SRP031858	SRS493225
SRR1015691	SRP031858	SRS493226
SRR1015692	SRP031858	SRS493227
SRR1015693	SRP031858	SRS493228
SRR1015694	SRP031858	SRS493229
SRR1015695	SRP031858	SRS493230
SRR1015696	SRP031858	SRS493231
SRR1015697	SRP031858	SRS493232
SRR1015698	SRP031858	SRS493233
SRR1015699	SRP031858	SRS493234
SRR1017149	SRP032165	SRS494267
SRR1017150	SRP032165	SRS494266
SRR1017151	SRP032165	SRS494269
SRR1017152	SRP032165	SRS494268
SRR1017153	SRP032165	SRS494270
SRR1017154	SRP032165	SRS494271
SRR1017155	SRP032165	SRS494273
SRR1017156	SRP032165	SRS494272
SRR1017157	SRP032165	SRS494274
SRR1017158	SRP032165	SRS494275
SRR1017159	SRP032165	SRS494276
SRR1017160	SRP032165	SRS494277
SRR1017161	SRP032165	SRS494278
SRR1017162	SRP032165	SRS494279
SRR1017163	SRP032165	SRS494280
SRR1017164	SRP032165	SRS494281
SRR1017165	SRP032165	SRS494282
SRR1017166	SRP032165	SRS494283
SRR1017167	SRP032165	SRS494284
SRR1017168	SRP032165	SRS494285
SRR1017169	SRP032165	SRS494286
SRR1017170	SRP032165	SRS494288
SRR1017171	SRP032165	SRS494287
SRR1017172	SRP032165	SRS494289
SRR1019444	SRP032275	SRS494538
SRR1019445	SRP032275	SRS494539
SRR1019689	SRP032279	SRS494667
SRR1020592	SRP032363	SRS495921
SRR1020593	SRP032363	SRS495922
SRR1020594	SRP032363	SRS495923
SRR1020595	SRP032363	SRS495924
SRR1020596	SRP032363	SRS495925
SRR1020597	SRP032363	SRS495926
SRR1020598	SRP032363	SRS495927
SRR1020599	SRP032363	SRS495928
SRR1020600	SRP032363	SRS495929
SRR1020625	SRP032367	SRS496011
SRR1023004	SRP032456	SRS497498
SRR1023005	SRP032456	SRS497499
SRR1023006	SRP032456	SRS497500
SRR1023007	SRP032456	SRS497501
SRR1023008	SRP032456	SRS497502
SRR1023009	SRP032456	SRS497503
SRR1023010	SRP032456	SRS497504
SRR1023011	SRP032456	SRS497505
SRR1023790	SRP032510	SRS498396
SRR1023791	SRP032510	SRS498397
SRR1023792	SRP032510	SRS498398
SRR1023793	SRP032510	SRS498399
SRR1023794	SRP032510	SRS498400
SRR1023795	SRP032510	SRS498401
SRR1023796	SRP032510	SRS498402
SRR1023797	SRP032510	SRS498403
SRR1023798	SRP032510	SRS498404
SRR1023799	SRP032510	SRS498405
SRR1023800	SRP032510	SRS498406
SRR1024048	SRP031503	SRS498575
SRR1024120	SRP032539	SRS498639
SRR1024121	SRP032539	SRS498640
SRR1024122	SRP032539	SRS498642
SRR1024123	SRP032539	SRS498641
SRR1024124	SRP032539	SRS498643
SRR1024125	SRP032539	SRS498644
SRR1024126	SRP032539	SRS498645
SRR1024127	SRP032539	SRS498646
SRR1024128	SRP032539	SRS498647
SRR1024129	SRP032539	SRS498648
SRR1024130	SRP032539	SRS498649
SRR1024131	SRP032540	SRS498650
SRR1024132	SRP032540	SRS498651
SRR1024133	SRP032540	SRS498652
SRR1024134	SRP032540	SRS498653
SRR1024135	SRP032540	SRS498654
SRR1024136	SRP032540	SRS498655
SRR1024137	SRP032540	SRS498656
SRR1024138	SRP032540	SRS498657
SRR1024139	SRP032540	SRS498658
SRR1024140	SRP032540	SRS498659
SRR1024141	SRP032540	SRS498660
SRR1024156	SRP032542	SRS498677
SRR1024157	SRP032542	SRS498678
SRR1024343	SRP032559	SRS498777
SRR1024344	SRP032559	SRS498776
SRR1024345	SRP032559	SRS498778
SRR1025488	SRP032743	SRS499095
SRR1025489	SRP032743	SRS499095
SRR1025490	SRP032743	SRS499095
SRR1025491	SRP032743	SRS499096
SRR1025492	SRP032743	SRS499096
SRR1025493	SRP032743	SRS499096
SRR1025494	SRP032743	SRS499097
SRR1025495	SRP032743	SRS499097
SRR1025496	SRP032743	SRS499097
SRR1025497	SRP032743	SRS499098
SRR1025498	SRP032743	SRS499098
SRR1025499	SRP032743	SRS499098
SRR1025500	SRP032743	SRS499099
SRR1025501	SRP032743	SRS499099
SRR1025502	SRP032743	SRS499099
SRR1025503	SRP032743	SRS499100
SRR1025504	SRP032743	SRS499100
SRR1025505	SRP032743	SRS499100
SRR1025506	SRP032743	SRS499101
SRR1025507	SRP032743	SRS499101
SRR1025508	SRP032743	SRS499101
SRR1025509	SRP032743	SRS499102
SRR1025510	SRP032743	SRS499102
SRR1025511	SRP032743	SRS499102
SRR1025512	SRP032743	SRS499103
SRR1025513	SRP032743	SRS499103
SRR1025514	SRP032743	SRS499103
SRR1025671	SRP032754	SRS499233
SRR1025672	SRP032754	SRS499234
SRR1025673	SRP032754	SRS499235
SRR1025674	SRP032754	SRS499236
SRR1025675	SRP032754	SRS499237
SRR1025676	SRP032754	SRS499238
SRR1026870	SRP032775	SRS499952
SRR1026871	SRP032775	SRS499952
SRR1026872	SRP032775	SRS499953
SRR1026873	SRP032775	SRS499954
SRR1026874	SRP032775	SRS499955
SRR1026875	SRP032775	SRS499956
SRR1026876	SRP032775	SRS499956
SRR1026877	SRP032775	SRS499957
SRR1026878	SRP032775	SRS499957
SRR1026879	SRP032775	SRS499958
SRR1026880	SRP032775	SRS499959
SRR1026881	SRP032775	SRS499960
SRR1026882	SRP032775	SRS499960
SRR1026883	SRP032775	SRS499961
SRR1026884	SRP032775	SRS499961
SRR1026885	SRP032775	SRS499962
SRR1026886	SRP032775	SRS499962
SRR1026887	SRP032775	SRS499963
SRR1026888	SRP032775	SRS499963
SRR1026889	SRP032775	SRS499964
SRR1026890	SRP032775	SRS499965
SRR1026891	SRP032775	SRS499966
SRR1026892	SRP032775	SRS499966
SRR1026893	SRP032775	SRS499967
SRR1026894	SRP032775	SRS499967
SRR1026895	SRP032775	SRS499968
SRR1026896	SRP032775	SRS499968
SRR1026897	SRP032775	SRS499969
SRR1026898	SRP032775	SRS499970
SRR1026899	SRP032775	SRS499971
SRR1026900	SRP032775	SRS499972
SRR1026901	SRP032775	SRS499973
SRR1026902	SRP032775	SRS499974
SRR1026903	SRP032775	SRS499974
SRR1026904	SRP032775	SRS499975
SRR1026905	SRP032775	SRS499975
SRR1026906	SRP032775	SRS499976
SRR1026907	SRP032775	SRS499976
SRR1026908	SRP032775	SRS499977
SRR1026909	SRP032775	SRS499977
SRR1026910	SRP032775	SRS499978
SRR1026911	SRP032775	SRS499978
SRR1026912	SRP032775	SRS499979
SRR1026913	SRP032775	SRS499979
SRR1026914	SRP032775	SRS499980
SRR1026915	SRP032775	SRS499980
SRR1026916	SRP032775	SRS499981
SRR1026917	SRP032775	SRS499981
SRR1026918	SRP032775	SRS499982
SRR1026919	SRP032775	SRS499982
SRR1026920	SRP032775	SRS499983
SRR1026921	SRP032775	SRS499983
SRR1026922	SRP032775	SRS499984
SRR1026923	SRP032775	SRS499985
SRR1026924	SRP032775	SRS499986
SRR1026925	SRP032775	SRS499987
SRR1026926	SRP032775	SRS499988
SRR1026927	SRP032775	SRS499989
SRR1026928	SRP032775	SRS499990
SRR1026929	SRP032775	SRS499991
SRR1026930	SRP032775	SRS499992
SRR1026931	SRP032775	SRS499993
SRR1026932	SRP032775	SRS499994
SRR1026933	SRP032775	SRS499994
SRR1026934	SRP032775	SRS499995
SRR1026935	SRP032775	SRS499995
SRR1026936	SRP032775	SRS499996
SRR1026937	SRP032775	SRS499996
SRR1026938	SRP032775	SRS499997
SRR1026939	SRP032775	SRS499997
SRR1026940	SRP032775	SRS499998
SRR1026941	SRP032775	SRS499999
SRR1026942	SRP032775	SRS500000
SRR1026943	SRP032775	SRS500001
SRR1026944	SRP032775	SRS500002
SRR1026945	SRP032775	SRS500003
SRR1026946	SRP032775	SRS500005
SRR1026947	SRP032775	SRS500004
SRR1026948	SRP032775	SRS500006
SRR1026949	SRP032775	SRS500007
SRR1026950	SRP032775	SRS500008
SRR1026951	SRP032775	SRS500009
SRR1026952	SRP032775	SRS500010
SRR1026953	SRP032775	SRS500011
SRR1026954	SRP032775	SRS500012
SRR1026955	SRP032775	SRS500013
SRR1026956	SRP032775	SRS500014
SRR1026957	SRP032775	SRS500015
SRR1026958	SRP032775	SRS500016
SRR1026959	SRP032775	SRS500017
SRR1026960	SRP032775	SRS500018
SRR1026961	SRP032775	SRS500019
SRR1026962	SRP032775	SRS500020
SRR1026963	SRP032775	SRS500021
SRR1026964	SRP032775	SRS500022
SRR1026965	SRP032775	SRS500022
SRR1026966	SRP032775	SRS500023
SRR1026967	SRP032775	SRS500023
SRR1026968	SRP032775	SRS500024
SRR1026969	SRP032775	SRS500025
SRR1026970	SRP032775	SRS500026
SRR1026971	SRP032775	SRS500026
SRR1026972	SRP032775	SRS500027
SRR1026973	SRP032775	SRS500027
SRR1026974	SRP032775	SRS500028
SRR1026975	SRP032775	SRS500028
SRR1026976	SRP032775	SRS500029
SRR1026977	SRP032775	SRS500029
SRR1026978	SRP032775	SRS500030
SRR1026979	SRP032775	SRS500031
SRR1026980	SRP032775	SRS500032
SRR1026981	SRP032775	SRS500033
SRR1026982	SRP032775	SRS500034
SRR1026983	SRP032775	SRS500034
SRR1026984	SRP032775	SRS500035
SRR1026985	SRP032775	SRS500035
SRR1026986	SRP032775	SRS500036
SRR1026987	SRP032775	SRS500037
SRR1026988	SRP032775	SRS500038
SRR1026989	SRP032775	SRS500039
SRR1026990	SRP032775	SRS500040
SRR1026991	SRP032775	SRS500041
SRR1026992	SRP032775	SRS500042
SRR1026993	SRP032775	SRS500043
SRR1026994	SRP032775	SRS500044
SRR1026995	SRP032775	SRS500045
SRR1026996	SRP032775	SRS500046
SRR1026997	SRP032775	SRS500046
SRR1026998	SRP032775	SRS500047
SRR1026999	SRP032775	SRS500047
SRR1027000	SRP032775	SRS500048
SRR1027001	SRP032775	SRS500049
SRR1027002	SRP032775	SRS500050
SRR1027003	SRP032775	SRS500051
SRR1027004	SRP032775	SRS500052
SRR1027005	SRP032775	SRS500053
SRR1027006	SRP032775	SRS500054
SRR1027007	SRP032775	SRS500055
SRR1027008	SRP032775	SRS500056
SRR1027009	SRP032775	SRS500057
SRR1027010	SRP032775	SRS500058
SRR1027011	SRP032775	SRS500059
SRR1027171	SRP032789	SRS500214
SRR1027172	SRP032789	SRS500215
SRR1027173	SRP032789	SRS500216
