run	study	sample
SRR1818528	SRP055513	SRS857308
SRR1818529	SRP055513	SRS857307
SRR1818530	SRP055513	SRS857306
SRR1818531	SRP055513	SRS857305
SRR1818532	SRP055513	SRS857304
SRR1818533	SRP055513	SRS857303
SRR1818534	SRP055513	SRS857300
SRR1818535	SRP055513	SRS857299
SRR1818536	SRP055513	SRS857298
SRR1818537	SRP055513	SRS857302
SRR1818538	SRP055513	SRS857301
SRR1818539	SRP055513	SRS857296
SRR1818540	SRP055513	SRS857297
SRR1818541	SRP055513	SRS857295
SRR1818542	SRP055513	SRS857293
SRR1818543	SRP055513	SRS857292
SRR1818544	SRP055513	SRS857291
SRR1818545	SRP055513	SRS857294
SRR1818546	SRP055513	SRS857289
SRR1818547	SRP055513	SRS857290
SRR1818548	SRP055513	SRS857288
SRR1818549	SRP055513	SRS857287
SRR1818550	SRP055513	SRS857285
SRR1818551	SRP055513	SRS857284
SRR1818552	SRP055513	SRS857283
SRR1818553	SRP055513	SRS857282
SRR1818554	SRP055513	SRS857286
SRR1818555	SRP055513	SRS857281
SRR1818556	SRP055513	SRS857279
SRR1818557	SRP055513	SRS857280
SRR1818558	SRP055513	SRS857278
SRR1818559	SRP055513	SRS857276
SRR1818560	SRP055513	SRS857275
SRR1818561	SRP055513	SRS857274
SRR1818562	SRP055513	SRS857277
SRR1818563	SRP055513	SRS857273
SRR1818564	SRP055513	SRS857272
SRR1818565	SRP055513	SRS857271
SRR1818566	SRP055513	SRS857269
SRR1818567	SRP055513	SRS857268
SRR1818568	SRP055513	SRS857267
SRR1818569	SRP055513	SRS857270
SRR1818570	SRP055513	SRS857266
SRR1818571	SRP055513	SRS857265
SRR1818572	SRP055513	SRS857264
SRR1818573	SRP055513	SRS857263
SRR1818574	SRP055513	SRS857261
SRR1818575	SRP055513	SRS857260
SRR1818576	SRP055513	SRS857262
SRR1818577	SRP055513	SRS857258
SRR1818578	SRP055513	SRS857257
SRR1818579	SRP055513	SRS857256
SRR1818580	SRP055513	SRS857259
SRR1818581	SRP055513	SRS857255
SRR1818582	SRP055513	SRS857254
SRR1818583	SRP055513	SRS857252
SRR1818584	SRP055513	SRS857251
SRR1818585	SRP055513	SRS857250
SRR1818586	SRP055513	SRS857249
SRR1818587	SRP055513	SRS857248
SRR1818588	SRP055513	SRS857253
SRR1818589	SRP055513	SRS857247
SRR1818590	SRP055513	SRS857246
SRR1818591	SRP055513	SRS857245
SRR1818592	SRP055513	SRS857244
SRR1818593	SRP055513	SRS857243
SRR1818594	SRP055513	SRS857242
SRR1818595	SRP055513	SRS857241
SRR1818596	SRP055513	SRS857240
SRR1818597	SRP055513	SRS857239
SRR1818598	SRP055513	SRS857238
SRR1818599	SRP055513	SRS857237
SRR1818600	SRP055513	SRS857236
SRR1818605	SRP055514	SRS857383
SRR1818606	SRP055514	SRS857383
SRR1818607	SRP055514	SRS857380
SRR1818608	SRP055514	SRS857380
SRR1818609	SRP055514	SRS857379
SRR1818610	SRP055514	SRS857379
SRR1818611	SRP055514	SRS857382
SRR1818612	SRP055514	SRS857382
SRR1818613	SRP055514	SRS857381
SRR1818614	SRP055514	SRS857381
SRR1818615	SRP055514	SRS857378
SRR1818616	SRP055514	SRS857378
SRR1818617	SRP055514	SRS857377
SRR1818618	SRP055514	SRS857377
SRR1818619	SRP055514	SRS857376
SRR1818620	SRP055514	SRS857376
SRR1818621	SRP055514	SRS857373
SRR1818622	SRP055514	SRS857373
SRR1818623	SRP055514	SRS857375
SRR1818624	SRP055514	SRS857375
SRR1818625	SRP055514	SRS857374
SRR1818626	SRP055514	SRS857374
SRR1818627	SRP055514	SRS857372
SRR1818628	SRP055514	SRS857372
SRR1818629	SRP055514	SRS857371
SRR1818630	SRP055514	SRS857371
SRR1818631	SRP055514	SRS857346
SRR1818632	SRP055514	SRS857346
SRR1818633	SRP055514	SRS857366
SRR1818634	SRP055514	SRS857366
SRR1818635	SRP055514	SRS857363
SRR1818636	SRP055514	SRS857363
SRR1818637	SRP055514	SRS857362
SRR1818638	SRP055514	SRS857362
SRR1818639	SRP055514	SRS857361
SRR1818640	SRP055514	SRS857361
SRR1818641	SRP055514	SRS857365
SRR1818642	SRP055514	SRS857365
SRR1818643	SRP055514	SRS857364
SRR1818644	SRP055514	SRS857364
SRR1818645	SRP055514	SRS857360
SRR1818646	SRP055514	SRS857360
SRR1818647	SRP055514	SRS857359
SRR1818648	SRP055514	SRS857359
SRR1818649	SRP055514	SRS857357
SRR1818650	SRP055514	SRS857357
SRR1818651	SRP055514	SRS857355
SRR1818652	SRP055514	SRS857355
SRR1818653	SRP055514	SRS857354
SRR1818654	SRP055514	SRS857354
SRR1818655	SRP055514	SRS857353
SRR1818656	SRP055514	SRS857353
SRR1818657	SRP055514	SRS857356
SRR1818658	SRP055514	SRS857356
SRR1818659	SRP055514	SRS857358
SRR1818661	SRP055514	SRS857352
SRR1818662	SRP055514	SRS857352
SRR1818663	SRP055514	SRS857370
SRR1818664	SRP055514	SRS857370
SRR1818665	SRP055514	SRS857367
SRR1818666	SRP055514	SRS857367
SRR1818667	SRP055514	SRS857368
SRR1818668	SRP055514	SRS857368
SRR1818669	SRP055514	SRS857369
SRR1818670	SRP055514	SRS857369
SRR1818671	SRP055514	SRS857351
SRR1818672	SRP055514	SRS857351
SRR1818673	SRP055514	SRS857350
SRR1818674	SRP055514	SRS857350
SRR1818675	SRP055514	SRS857349
SRR1818676	SRP055514	SRS857349
SRR1818677	SRP055514	SRS857348
SRR1818678	SRP055514	SRS857348
SRR1818679	SRP055514	SRS857347
SRR1818680	SRP055514	SRS857347
SRR1821348	SRP055569	SRS859447
SRR1821349	SRP055569	SRS859445
SRR1821350	SRP055569	SRS859444
SRR1821351	SRP055569	SRS859446
SRR1821352	SRP055569	SRS859443
SRR1821353	SRP055569	SRS859442
SRR1821354	SRP055569	SRS859441
SRR1821355	SRP055569	SRS859440
SRR1821356	SRP055569	SRS859438
SRR1821357	SRP055569	SRS859439
SRR1821358	SRP055569	SRS859437
SRR1821359	SRP055569	SRS859436
SRR1821360	SRP055569	SRS859435
SRR1821361	SRP055569	SRS859434
SRR1821362	SRP055569	SRS859433
SRR1821363	SRP055569	SRS859432
SRR1821364	SRP055569	SRS859431
SRR1821365	SRP055569	SRS859430
SRR1821366	SRP055569	SRS859428
SRR1821367	SRP055569	SRS859429
SRR1821368	SRP055569	SRS859427
SRR1821369	SRP055569	SRS859426
SRR1821370	SRP055569	SRS859425
SRR1821371	SRP055569	SRS859422
SRR1821372	SRP055569	SRS859424
SRR1821373	SRP055569	SRS859423
SRR1821374	SRP055569	SRS859421
SRR1821375	SRP055569	SRS859420
SRR1821376	SRP055569	SRS859419
SRR1821377	SRP055569	SRS859417
SRR1821378	SRP055569	SRS859418
SRR1821379	SRP055569	SRS859416
SRR1821380	SRP055569	SRS859415
SRR1821381	SRP055569	SRS859414
SRR1821382	SRP055569	SRS859413
SRR1821383	SRP055569	SRS859412
SRR1821384	SRP055569	SRS859411
SRR1821385	SRP055569	SRS859410
SRR1821386	SRP055569	SRS859409
SRR1821387	SRP055569	SRS859408
SRR1821388	SRP055569	SRS859407
SRR1821389	SRP055569	SRS859406
SRR1821390	SRP055569	SRS859405
SRR1821391	SRP055569	SRS859404
SRR1821392	SRP055569	SRS859403
SRR1821393	SRP055569	SRS859402
SRR1821394	SRP055569	SRS859401
SRR1821395	SRP055569	SRS859400
SRR1821396	SRP055569	SRS859398
SRR1821397	SRP055569	SRS859399
SRR1821398	SRP055569	SRS859396
SRR1821399	SRP055569	SRS859397
SRR1821400	SRP055569	SRS859395
SRR1821401	SRP055569	SRS859394
SRR1821402	SRP055569	SRS859393
SRR1821403	SRP055569	SRS859392
SRR1821404	SRP055569	SRS859391
SRR1821405	SRP055569	SRS859390
SRR1821406	SRP055569	SRS859389
SRR1821407	SRP055569	SRS859388
SRR1821408	SRP055569	SRS859387
SRR1821409	SRP055569	SRS859386
SRR1821410	SRP055569	SRS859385
SRR1821411	SRP055569	SRS859384
SRR1821413	SRP055569	SRS859382
SRR1821414	SRP055569	SRS859380
SRR1821415	SRP055569	SRS859381
SRR1821416	SRP055569	SRS859379
SRR1821417	SRP055569	SRS859378
SRR1821418	SRP055569	SRS859377
SRR1821419	SRP055569	SRS859376
SRR1821420	SRP055569	SRS859375
SRR1821421	SRP055569	SRS859374
SRR1821422	SRP055569	SRS859373
SRR1821423	SRP055569	SRS859372
SRR1821424	SRP055569	SRS859371
SRR1821425	SRP055569	SRS859370
SRR1821426	SRP055569	SRS859369
SRR1821427	SRP055569	SRS859368
SRR1821428	SRP055569	SRS859367
SRR1821429	SRP055569	SRS859366
SRR1821430	SRP055569	SRS859365
SRR1821431	SRP055569	SRS859364
SRR1821432	SRP055569	SRS859363
SRR1821433	SRP055569	SRS859362
SRR1821434	SRP055569	SRS859361
SRR1821435	SRP055569	SRS859360
SRR1821436	SRP055569	SRS859359
SRR1821437	SRP055569	SRS859358
SRR1821438	SRP055569	SRS859357
SRR1821439	SRP055569	SRS859356
SRR1821440	SRP055569	SRS859355
SRR1821441	SRP055569	SRS859354
SRR1821442	SRP055569	SRS859352
SRR1821443	SRP055569	SRS859351
SRR1821444	SRP055569	SRS859350
SRR1821445	SRP055569	SRS859349
SRR1821446	SRP055569	SRS859348
SRR1821447	SRP055569	SRS859347
SRR1821448	SRP055569	SRS859346
SRR1821449	SRP055569	SRS859345
SRR1821450	SRP055569	SRS859344
SRR1821451	SRP055569	SRS859343
SRR1821452	SRP055569	SRS859342
SRR1821453	SRP055569	SRS859353
SRR1821454	SRP055569	SRS859341
SRR1821455	SRP055569	SRS859340
SRR1821456	SRP055569	SRS859339
SRR1821457	SRP055569	SRS859338
SRR1821458	SRP055569	SRS859336
SRR1821459	SRP055569	SRS859335
SRR1821460	SRP055569	SRS859337
SRR1821461	SRP055569	SRS859334
SRR1821462	SRP055569	SRS859333
SRR1821463	SRP055569	SRS859332
SRR1821464	SRP055569	SRS859331
SRR1821465	SRP055569	SRS859330
SRR1821466	SRP055569	SRS859328
SRR1821467	SRP055569	SRS859329
SRR1821468	SRP055569	SRS859327
SRR1821469	SRP055569	SRS859326
SRR1821470	SRP055569	SRS859325
SRR1821471	SRP055569	SRS859323
SRR1821472	SRP055569	SRS859324
SRR1821473	SRP055569	SRS859322
SRR1821474	SRP055569	SRS859321
SRR1821475	SRP055569	SRS859320
SRR1821476	SRP055569	SRS859318
SRR1821477	SRP055569	SRS859319
SRR1821478	SRP055569	SRS859317
SRR1821479	SRP055569	SRS859316
SRR1821480	SRP055569	SRS859315
SRR1821481	SRP055569	SRS859314
SRR1821482	SRP055569	SRS859313
SRR1821483	SRP055569	SRS859312
SRR1821484	SRP055569	SRS859311
SRR1821485	SRP055569	SRS859310
SRR1821486	SRP055569	SRS859309
SRR1821487	SRP055569	SRS859308
SRR1821488	SRP055569	SRS859307
SRR1821489	SRP055569	SRS859306
SRR1821490	SRP055569	SRS859305
SRR1821491	SRP055569	SRS859304
SRR1821492	SRP055569	SRS859303
SRR1821493	SRP055569	SRS859302
SRR1821494	SRP055569	SRS859301
SRR1821495	SRP055569	SRS859300
SRR1821496	SRP055569	SRS859299
SRR1821497	SRP055569	SRS859298
SRR1821498	SRP055569	SRS859297
SRR1821499	SRP055569	SRS859296
SRR1821500	SRP055569	SRS859294
SRR1821501	SRP055569	SRS859295
SRR1821502	SRP055569	SRS859293
SRR1821503	SRP055569	SRS859292
SRR1821504	SRP055569	SRS859291
SRR1821505	SRP055569	SRS859290
SRR1821506	SRP055569	SRS859289
SRR1821507	SRP055569	SRS859288
SRR1821508	SRP055569	SRS859287
SRR1821509	SRP055569	SRS859286
SRR1821510	SRP055569	SRS859285
SRR1821511	SRP055569	SRS859283
SRR1821512	SRP055569	SRS859284
SRR1821513	SRP055569	SRS859282
SRR1821514	SRP055569	SRS859281
SRR1821515	SRP055569	SRS859280
SRR1821516	SRP055569	SRS859279
SRR1821517	SRP055569	SRS859278
SRR1821518	SRP055569	SRS859277
SRR1821519	SRP055569	SRS859276
SRR1821520	SRP055569	SRS859275
SRR1821521	SRP055569	SRS859274
SRR1821522	SRP055569	SRS859273
SRR1821523	SRP055569	SRS859272
SRR1821524	SRP055569	SRS859270
SRR1821525	SRP055569	SRS859271
SRR1821526	SRP055569	SRS859269
SRR1821527	SRP055569	SRS859268
SRR1821528	SRP055569	SRS859267
SRR1821529	SRP055569	SRS859266
SRR1821530	SRP055569	SRS859265
SRR1821531	SRP055569	SRS859263
SRR1821532	SRP055569	SRS859264
SRR1821533	SRP055569	SRS859262
SRR1821534	SRP055569	SRS859261
SRR1821535	SRP055569	SRS859260
SRR1821536	SRP055569	SRS859259
SRR1821537	SRP055569	SRS859258
SRR1821538	SRP055569	SRS859257
SRR1821539	SRP055569	SRS859256
SRR1821540	SRP055569	SRS859255
SRR1821541	SRP055569	SRS859254
SRR1821542	SRP055569	SRS859253
SRR1821543	SRP055569	SRS859252
SRR1821544	SRP055569	SRS859251
SRR1821545	SRP055569	SRS859248
SRR1821546	SRP055569	SRS859249
SRR1821547	SRP055569	SRS859250
SRR1821548	SRP055569	SRS859247
SRR1821549	SRP055569	SRS859246
SRR1821550	SRP055569	SRS859245
SRR1821551	SRP055569	SRS859244
SRR1821552	SRP055569	SRS859243
SRR1821553	SRP055569	SRS859242
SRR1821554	SRP055569	SRS859241
SRR1821555	SRP055569	SRS859240
SRR1821556	SRP055569	SRS859239
SRR1821557	SRP055569	SRS859238
SRR1821559	SRP055569	SRS859236
SRR1821560	SRP055569	SRS859235
SRR1821561	SRP055569	SRS859234
SRR1821562	SRP055569	SRS859233
SRR1821563	SRP055569	SRS859232
SRR1821564	SRP055569	SRS859231
SRR1821565	SRP055569	SRS859230
SRR1821566	SRP055569	SRS859229
SRR1821567	SRP055569	SRS859227
SRR1821568	SRP055569	SRS859228
SRR1821569	SRP055569	SRS859226
SRR1821570	SRP055569	SRS859224
SRR1821571	SRP055569	SRS859225
SRR1821572	SRP055569	SRS859223
SRR1821573	SRP055569	SRS859222
SRR1821574	SRP055569	SRS859221
SRR1821575	SRP055569	SRS859220
SRR1821576	SRP055569	SRS859219
SRR1821577	SRP055569	SRS859218
SRR1821578	SRP055569	SRS859217
SRR1821579	SRP055569	SRS859216
SRR1821580	SRP055569	SRS859215
SRR1821581	SRP055569	SRS859214
SRR1821582	SRP055569	SRS859213
SRR1821583	SRP055569	SRS859212
SRR1821584	SRP055569	SRS859210
SRR1821585	SRP055569	SRS859211
SRR1821586	SRP055569	SRS859209
SRR1821587	SRP055569	SRS859208
SRR1821588	SRP055569	SRS859207
SRR1821589	SRP055569	SRS859206
SRR1821590	SRP055569	SRS859204
SRR1821591	SRP055569	SRS859205
SRR1821592	SRP055569	SRS859203
SRR1821593	SRP055569	SRS859202
SRR1821594	SRP055569	SRS859201
SRR1821595	SRP055569	SRS859200
SRR1821596	SRP055569	SRS859199
SRR1821597	SRP055569	SRS859198
SRR1821598	SRP055569	SRS859196
SRR1821599	SRP055569	SRS859197
SRR1821600	SRP055569	SRS859195
SRR1821601	SRP055569	SRS859194
SRR1821602	SRP055569	SRS859191
SRR1821603	SRP055569	SRS859192
SRR1821604	SRP055569	SRS859190
SRR1821605	SRP055569	SRS859193
SRR1821606	SRP055569	SRS859189
SRR1821607	SRP055569	SRS859188
SRR1821608	SRP055569	SRS859187
SRR1821609	SRP055569	SRS859186
SRR1821610	SRP055569	SRS859185
SRR1821611	SRP055569	SRS859184
SRR1821612	SRP055569	SRS859183
SRR1821613	SRP055569	SRS859182
SRR1821614	SRP055569	SRS859181
SRR1821615	SRP055569	SRS859180
SRR1821616	SRP055569	SRS859179
SRR1821617	SRP055569	SRS859178
SRR1821618	SRP055569	SRS859177
SRR1821619	SRP055569	SRS859176
SRR1821620	SRP055569	SRS859175
SRR1821621	SRP055569	SRS859174
SRR1821622	SRP055569	SRS859173
SRR1821623	SRP055569	SRS859172
SRR1821624	SRP055569	SRS859171
SRR1821625	SRP055569	SRS859170
SRR1821626	SRP055569	SRS859169
SRR1821627	SRP055569	SRS859168
SRR1821628	SRP055569	SRS859167
SRR1821629	SRP055569	SRS859165
SRR1821630	SRP055569	SRS859166
SRR1821631	SRP055569	SRS859164
SRR1821632	SRP055569	SRS859163
SRR1821633	SRP055569	SRS859161
SRR1821634	SRP055569	SRS859162
SRR1821635	SRP055569	SRS859159
SRR1821636	SRP055569	SRS859157
SRR1821637	SRP055569	SRS859160
SRR1821638	SRP055569	SRS859158
SRR1821639	SRP055569	SRS859156
SRR1821640	SRP055569	SRS859155
SRR1821641	SRP055569	SRS859154
SRR1821642	SRP055569	SRS859153
SRR1821643	SRP055569	SRS859152
SRR1821644	SRP055569	SRS859150
SRR1821645	SRP055569	SRS859151
SRR1821646	SRP055569	SRS859149
SRR1821647	SRP055569	SRS859148
SRR1821648	SRP055569	SRS859147
SRR1821649	SRP055569	SRS859146
SRR1821650	SRP055569	SRS859145
SRR1821651	SRP055569	SRS859144
SRR1821652	SRP055569	SRS859143
SRR1821653	SRP055569	SRS859142
SRR1821654	SRP055569	SRS859141
SRR1821655	SRP055569	SRS859140
SRR1821656	SRP055569	SRS859139
SRR1821657	SRP055569	SRS859138
SRR1821658	SRP055569	SRS859137
SRR1821659	SRP055569	SRS859136
SRR1821660	SRP055569	SRS859135
SRR1821661	SRP055569	SRS859134
SRR1821662	SRP055569	SRS859133
SRR1821663	SRP055569	SRS859132
SRR1821664	SRP055569	SRS859131
SRR1821665	SRP055569	SRS859130
SRR1821666	SRP055569	SRS859129
SRR1821667	SRP055569	SRS859128
SRR1821668	SRP055569	SRS859127
SRR1821669	SRP055569	SRS859126
SRR1821670	SRP055569	SRS859125
SRR1821671	SRP055569	SRS859124
SRR1821672	SRP055569	SRS859123
SRR1821673	SRP055569	SRS859122
SRR1821674	SRP055569	SRS859121
SRR1821675	SRP055569	SRS859120
SRR1821676	SRP055569	SRS859119
SRR1821677	SRP055569	SRS859118
SRR1821678	SRP055569	SRS859117
SRR1821679	SRP055569	SRS859116
SRR1821680	SRP055569	SRS859115
SRR1821681	SRP055569	SRS859114
SRR1821682	SRP055569	SRS859113
SRR1821683	SRP055569	SRS859112
SRR1821684	SRP055569	SRS859111
SRR1821685	SRP055569	SRS859110
SRR1821686	SRP055569	SRS859109
SRR1821687	SRP055569	SRS859108
SRR1821688	SRP055569	SRS859107
SRR1821689	SRP055569	SRS859106
SRR1821690	SRP055569	SRS859105
SRR1821691	SRP055569	SRS859104
SRR1821692	SRP055569	SRS859103
SRR1821693	SRP055569	SRS859102
SRR1821694	SRP055569	SRS859101
SRR1821695	SRP055569	SRS859100
SRR1821696	SRP055569	SRS859099
SRR1821697	SRP055569	SRS859098
SRR1821698	SRP055569	SRS859097
SRR1821699	SRP055569	SRS859096
SRR1821700	SRP055569	SRS859095
SRR1821701	SRP055569	SRS859094
SRR1821702	SRP055569	SRS859093
SRR1821703	SRP055569	SRS859092
SRR1821704	SRP055569	SRS859091
SRR1821705	SRP055569	SRS859090
SRR1821706	SRP055569	SRS859089
SRR1821707	SRP055569	SRS859088
SRR1821708	SRP055569	SRS859087
SRR1821709	SRP055569	SRS859086
SRR1821710	SRP055569	SRS859085
SRR1821711	SRP055569	SRS859084
SRR1821712	SRP055569	SRS859083
SRR1821713	SRP055569	SRS859082
SRR1821714	SRP055569	SRS859081
SRR1821715	SRP055569	SRS859080
SRR1821716	SRP055569	SRS859079
SRR1821717	SRP055569	SRS859078
SRR1822122	SRP055675	SRS859852
SRR1822123	SRP055675	SRS859851
SRR1822124	SRP055675	SRS859850
SRR1822125	SRP055675	SRS859849
SRR1822126	SRP055675	SRS859848
SRR1822127	SRP055675	SRS859847
SRR1822128	SRP055675	SRS859846
SRR1822129	SRP055675	SRS859845
SRR1822130	SRP055675	SRS859844
SRR1822131	SRP055675	SRS859843
SRR1822132	SRP055675	SRS859842
SRR1822176	SRP055512	SRS857233
SRR1822177	SRP055512	SRS857232
SRR1822178	SRP055512	SRS857234
SRR1822179	SRP055512	SRS857230
SRR1822180	SRP055512	SRS857229
SRR1822181	SRP055512	SRS857228
SRR1822182	SRP055512	SRS857227
SRR1822183	SRP055512	SRS857225
SRR1822184	SRP055512	SRS857231
SRR1822185	SRP055512	SRS857224
SRR1822186	SRP055512	SRS857226
SRR1822187	SRP055512	SRS857223
SRR1823857	SRP055749	SRS861173
SRR1823858	SRP055749	SRS861172
SRR1823859	SRP055749	SRS861171
SRR1823860	SRP055749	SRS861170
SRR1823861	SRP055749	SRS861169
SRR1823862	SRP055749	SRS861168
SRR1823863	SRP055749	SRS861167
SRR1823864	SRP055749	SRS861166
SRR1823865	SRP055749	SRS861165
SRR1823866	SRP055749	SRS861163
SRR1823867	SRP055749	SRS861162
SRR1823868	SRP055749	SRS861161
SRR1823869	SRP055749	SRS861160
SRR1823870	SRP055749	SRS861159
SRR1823871	SRP055749	SRS861158
SRR1823872	SRP055749	SRS861157
SRR1824492	SRP055770	SRS861673
SRR1824493	SRP055770	SRS861672
SRR1824494	SRP055770	SRS861671
SRR1824495	SRP055770	SRS861670
SRR1824496	SRP055770	SRS861669
SRR1824497	SRP055770	SRS861668
SRR1824498	SRP055770	SRS861667
SRR1824499	SRP055770	SRS861666
SRR1824500	SRP055770	SRS861665
SRR1824501	SRP055770	SRS861664
SRR1825941	SRP055809	SRS862738
SRR1825942	SRP055809	SRS862736
SRR1825943	SRP055809	SRS862737
SRR1825944	SRP055809	SRS862735
SRR1825945	SRP055809	SRS862733
SRR1825946	SRP055809	SRS862734
SRR1825955	SRP055810	SRS862754
SRR1825956	SRP055810	SRS862752
SRR1825957	SRP055810	SRS862753
SRR1825958	SRP055810	SRS862750
SRR1825959	SRP055810	SRS862751
SRR1825960	SRP055810	SRS862749
SRR1825961	SRP055810	SRS862748
SRR1825962	SRP055810	SRS862745
SRR1825963	SRP055810	SRS862746
SRR1825964	SRP055810	SRS862747
SRR1825965	SRP055810	SRS862744
SRR1825966	SRP055810	SRS862742
SRR1825967	SRP055810	SRS862743
SRR1825968	SRP055810	SRS862740
SRR1825969	SRP055810	SRS862739
SRR1825970	SRP055810	SRS862741
SRR1836123	SRP055858	SRS863893
SRR1836124	SRP055858	SRS863892
SRR1836125	SRP055858	SRS863891
SRR1836126	SRP055858	SRS863890
SRR1836127	SRP055858	SRS863889
SRR1836128	SRP055858	SRS863888
SRR1836129	SRP055858	SRS863887
SRR1836130	SRP055858	SRS863886
SRR1836490	SRP055860	SRS863930
SRR1836491	SRP055860	SRS863929
SRR1836492	SRP055860	SRS863928
SRR1836493	SRP055860	SRS863927
SRR1836494	SRP055860	SRS863926
SRR1836495	SRP055860	SRS863925
SRR1836496	SRP055860	SRS863924
SRR1836497	SRP055860	SRS863923
SRR1836498	SRP055860	SRS863922
SRR1836499	SRP055860	SRS863921
SRR1836500	SRP055860	SRS863920
SRR1836501	SRP055860	SRS863919
SRR1836502	SRP055860	SRS863918
SRR1836503	SRP055860	SRS863917
SRR1836825	SRP055863	SRS863992
SRR1836826	SRP055863	SRS863991
SRR1836827	SRP055863	SRS863990
SRR1836828	SRP055863	SRS863984
SRR1836829	SRP055863	SRS863989
SRR1836830	SRP055863	SRS863988
SRR1839791	SRP055874	SRS865016
SRR1839792	SRP055874	SRS865015
SRR1839793	SRP055874	SRS865014
SRR1839794	SRP055874	SRS865013
SRR1839795	SRP055874	SRS865012
SRR1839796	SRP055874	SRS865011
SRR1839797	SRP055874	SRS865010
SRR1839798	SRP055874	SRS865009
SRR1839799	SRP055874	SRS865008
SRR1839800	SRP055874	SRS865007
SRR1839801	SRP055874	SRS865006
SRR1839802	SRP055874	SRS865005
SRR1839803	SRP055874	SRS865004
SRR1839804	SRP055874	SRS865003
SRR1850927	SRP055916	SRS866537
SRR1850928	SRP055916	SRS866536
SRR1850929	SRP055916	SRS866535
SRR1850930	SRP055916	SRS866534
SRR1850931	SRP055916	SRS866533
SRR1850932	SRP055917	SRS866531
SRR1850933	SRP055917	SRS866532
SRR1850934	SRP055917	SRS866620
SRR1850935	SRP055917	SRS866619
SRR1850936	SRP055917	SRS866618
SRR1850937	SRP055918	SRS866617
SRR1850938	SRP055918	SRS866615
SRR1850939	SRP055918	SRS866616
SRR1850940	SRP055918	SRS866613
SRR1850941	SRP055918	SRS866614
SRR1850942	SRP055918	SRS866612
SRR1850943	SRP055918	SRS866611
SRR1850944	SRP055918	SRS866610
SRR1850945	SRP055918	SRS866609
SRR1850946	SRP055918	SRS866608
SRR1850947	SRP055918	SRS866607
SRR1850948	SRP055918	SRS866606
SRR1850949	SRP055918	SRS866605
SRR1850950	SRP055918	SRS866604
SRR1850951	SRP055918	SRS866603
SRR1850952	SRP055918	SRS866601
SRR1850953	SRP055918	SRS866599
SRR1850954	SRP055918	SRS866600
SRR1850955	SRP055918	SRS866598
SRR1850956	SRP055918	SRS866597
SRR1850957	SRP055918	SRS866596
SRR1850958	SRP055918	SRS866594
SRR1850959	SRP055918	SRS866592
SRR1850960	SRP055918	SRS866593
SRR1850961	SRP055918	SRS866591
SRR1850962	SRP055918	SRS866590
SRR1850963	SRP055918	SRS866589
SRR1850964	SRP055918	SRS866588
SRR1850965	SRP055918	SRS866587
SRR1850966	SRP055918	SRS866586
SRR1850967	SRP055918	SRS866585
SRR1850968	SRP055918	SRS866583
SRR1850969	SRP055918	SRS866584
SRR1850970	SRP055918	SRS866581
SRR1850971	SRP055918	SRS866582
SRR1850972	SRP055918	SRS866580
SRR1850973	SRP055918	SRS866579
SRR1850974	SRP055918	SRS866578
SRR1850975	SRP055918	SRS866577
SRR1850976	SRP055918	SRS866576
SRR1850977	SRP055918	SRS866575
SRR1850978	SRP055918	SRS866574
SRR1850979	SRP055918	SRS866573
SRR1850980	SRP055918	SRS866572
SRR1850981	SRP055918	SRS866571
SRR1850982	SRP055918	SRS866602
SRR1850983	SRP055918	SRS866569
SRR1850984	SRP055918	SRS866570
SRR1850985	SRP055918	SRS866568
SRR1850986	SRP055918	SRS866567
SRR1850987	SRP055918	SRS866566
SRR1850988	SRP055918	SRS866595
SRR1850989	SRP055918	SRS866565
SRR1850990	SRP055918	SRS866564
SRR1850991	SRP055918	SRS866563
SRR1850992	SRP055918	SRS866562
SRR1850993	SRP055918	SRS866561
SRR1850994	SRP055918	SRS866560
SRR1850995	SRP055918	SRS866559
SRR1850996	SRP055918	SRS866546
SRR1850997	SRP055918	SRS866545
SRR1850998	SRP055918	SRS866543
SRR1850999	SRP055918	SRS866544
SRR1851000	SRP055918	SRS866541
SRR1851001	SRP055918	SRS866542
SRR1851002	SRP055918	SRS866540
SRR1851003	SRP055918	SRS866539
SRR1851004	SRP055918	SRS866538
SRR1851005	SRP055918	SRS866558
SRR1851006	SRP055918	SRS866557
SRR1851007	SRP055918	SRS866556
SRR1851008	SRP055918	SRS866555
SRR1851009	SRP055918	SRS866554
SRR1851010	SRP055918	SRS866548
SRR1851011	SRP055918	SRS866553
SRR1851012	SRP055918	SRS866552
SRR1851013	SRP055918	SRS866551
SRR1851014	SRP055918	SRS866549
SRR1851015	SRP055918	SRS866550
SRR1851016	SRP055918	SRS866547
SRR1873277	SRP056000	SRS869967
SRR189775	SRP006474	SRS189322
SRR189776	SRP006474	SRS189323
SRR189777	SRP006474	SRS189324
SRR189778	SRP006474	SRS189325
SRR189779	SRP006474	SRS189326
SRR189780	SRP006474	SRS189327
SRR189781	SRP006474	SRS189328
SRR189782	SRP006474	SRS189329
SRR189783	SRP006474	SRS189330
SRR189784	SRP006474	SRS189331
SRR189785	SRP006474	SRS189332
SRR189786	SRP006474	SRS189333
SRR189787	SRP006474	SRS189334
SRR189788	SRP006475	SRS189335
SRR189789	SRP006475	SRS189336
SRR189790	SRP006475	SRS189337
SRR189791	SRP006475	SRS189338
